
***** Pokemon Tree and Heap *****
* 0. QUIT                       *
* 1. Read a file to build BST   *
* 2. Transform it into Max Heap *
*********************************
Input a choice(0, 1, 2): 
Input a file number [0: quit]: 	#	Name                    	Type 1    	HP	Attack	Defense
[141]	241	Miltank                 	Normal    	95    	80	105
[142]	242	Blissey                 	Normal    	255   	10	10
[143]	243	Raikou                  	Electric  	90    	85	75
[144]	244	Entei                   	Fire      	115   	115	85
[145]	245	Suicune                 	Water     	100   	75	115
[146]	246	Larvitar                	Rock      	50    	64	50
[147]	247	Pupitar                 	Rock      	70    	84	70
[148]	248	Tyranitar               	Rock      	100   	134	110
[149]	249	Lugia                   	Psychic   	106   	90	130
[150]	250	Ho-oh                   	Fire      	106   	130	90
[151]	251	Celebi                  	Psychic   	100   	100	100
[152]	252	Treecko                 	Grass     	40    	45	35
[153]	253	Grovyle                 	Grass     	50    	65	45
[154]	254	Sceptile                	Grass     	70    	85	65
[155]	255	Torchic                 	Fire      	45    	60	40
[156]	256	Combusken               	Fire      	60    	85	60
[157]	257	Blaziken                	Fire      	80    	120	70
[158]	258	Mudkip                  	Water     	50    	70	50
[159]	259	Marshtomp               	Water     	70    	85	70
[160]	260	Swampert                	Water     	100   	110	90
[161]	261	Poochyena               	Dark      	35    	55	35
[162]	262	Mightyena               	Dark      	70    	90	70
[163]	263	Zigzagoon               	Normal    	38    	30	41
[164]	264	Linoone                 	Normal    	78    	70	61
[165]	265	Wurmple                 	Bug       	45    	45	35
[166]	266	Silcoon                 	Bug       	50    	35	55
[167]	267	Beautifly               	Bug       	60    	70	50
[168]	268	Cascoon                 	Bug       	50    	35	55
[169]	269	Dustox                  	Bug       	60    	50	70
[170]	270	Lotad                   	Water     	40    	30	30
[171]	271	Lombre                  	Water     	60    	50	50
[172]	272	Ludicolo                	Water     	80    	70	70
[173]	273	Seedot                  	Grass     	40    	40	50
[174]	274	Nuzleaf                 	Grass     	70    	70	40
[175]	275	Shiftry                 	Grass     	90    	100	60
[176]	276	Taillow                 	Normal    	40    	55	30
[177]	277	Swellow                 	Normal    	60    	85	60
[178]	278	Wingull                 	Water     	40    	30	30
[179]	279	Pelipper                	Water     	60    	50	100
[180]	280	Ralts                   	Psychic   	28    	25	25
[181]	281	Kirlia                  	Psychic   	38    	35	35
[182]	282	Gardevoir               	Psychic   	68    	65	65
[183]	283	Surskit                 	Bug       	40    	30	32
[184]	284	Masquerain              	Bug       	70    	60	62
[185]	285	Shroomish               	Grass     	60    	40	60
[186]	286	Breloom                 	Grass     	60    	130	80
[187]	287	Slakoth                 	Normal    	60    	60	60
[188]	288	Vigoroth                	Normal    	80    	80	80
[189]	289	Slaking                 	Normal    	150   	160	100
[190]	290	Nincada                 	Bug       	31    	45	90
[191]	291	Ninjask                 	Bug       	61    	90	45
[192]	292	Shedinja                	Bug       	1     	90	45
[193]	293	Whismur                 	Normal    	64    	51	23
[194]	294	Loudred                 	Normal    	84    	71	43
[195]	295	Exploud                 	Normal    	104   	91	63
[196]	296	Makuhita                	Fighting  	72    	60	30
[197]	297	Hariyama                	Fighting  	144   	120	60
[198]	298	Azurill                 	Normal    	50    	20	40
[199]	299	Nosepass                	Rock      	30    	45	135
[200]	300	Skitty                  	Normal    	50    	45	45
[201]	301	Delcatty                	Normal    	70    	65	65
[202]	302	Sableye                 	Dark      	50    	75	75
[203]	303	Mawile                  	Steel     	50    	85	85
[204]	304	Aron                    	Steel     	50    	70	100
[205]	305	Lairon                  	Steel     	60    	90	140
[206]	306	Aggron                  	Steel     	70    	110	180
[207]	307	Meditite                	Fighting  	30    	40	55
[208]	308	Medicham                	Fighting  	60    	60	75
[209]	309	Electrike               	Electric  	40    	45	40
[210]	310	Manectric               	Electric  	70    	75	60
[211]	311	Plusle                  	Electric  	60    	50	40
[212]	312	Minun                   	Electric  	60    	40	50
[213]	313	Volbeat                 	Bug       	65    	73	55
[214]	314	Illumise                	Bug       	65    	47	55
[215]	315	Roselia                 	Grass     	50    	60	45
[216]	316	Gulpin                  	Poison    	70    	43	53
[217]	317	Swalot                  	Poison    	100   	73	83
[218]	318	Carvanha                	Water     	45    	90	20
[219]	319	Sharpedo                	Water     	70    	120	40
[220]	320	Wailmer                 	Water     	130   	70	35
[221]	321	Wailord                 	Water     	170   	90	45
[222]	322	Numel                   	Fire      	60    	60	40
[223]	323	Camerupt                	Fire      	70    	100	70
[224]	324	Torkoal                 	Fire      	70    	85	140
[225]	325	Spoink                  	Psychic   	60    	25	35
[226]	326	Grumpig                 	Psychic   	80    	45	65
[227]	327	Spinda                  	Normal    	60    	60	60
[228]	328	Trapinch                	Ground    	45    	100	45
[229]	329	Vibrava                 	Ground    	50    	70	50
[230]	330	Flygon                  	Ground    	80    	100	80
[231]	331	Cacnea                  	Grass     	50    	85	40
[232]	332	Cacturne                	Grass     	70    	115	60
[233]	333	Swablu                  	Normal    	45    	40	60
[234]	334	Altaria                 	Dragon    	75    	70	90
[235]	335	Zangoose                	Normal    	73    	115	60
[236]	336	Seviper                 	Poison    	73    	100	60
[237]	337	Lunatone                	Rock      	70    	55	65
[238]	338	Solrock                 	Rock      	70    	95	85
[239]	339	Barboach                	Water     	50    	48	43
[240]	340	Whiscash                	Water     	110   	78	73
[241]	341	Corphish                	Water     	43    	80	65
[242]	342	Crawdaunt               	Water     	63    	120	85
[243]	343	Baltoy                  	Ground    	40    	40	55
[244]	344	Claydol                 	Ground    	60    	70	105
[245]	345	Lileep                  	Rock      	66    	41	77
[246]	346	Cradily                 	Rock      	86    	81	97
[247]	347	Anorith                 	Rock      	45    	95	50
[248]	348	Armaldo                 	Rock      	75    	125	100
[249]	349	Feebas                  	Water     	20    	15	20
[250]	350	Milotic                 	Water     	95    	60	79
[251]	351	Castform                	Normal    	70    	70	70
[252]	352	Kecleon                 	Normal    	60    	90	70
[253]	353	Shuppet                 	Ghost     	44    	75	35
[254]	354	Banette                 	Ghost     	64    	115	65
[255]	355	Duskull                 	Ghost     	20    	40	90
[256]	356	Dusclops                	Ghost     	40    	70	130
[257]	357	Tropius                 	Grass     	99    	68	83
[258]	358	Chimecho                	Psychic   	65    	50	70
[259]	359	Absol                   	Dark      	65    	130	60
[260]	360	Wynaut                  	Psychic   	95    	23	48
[261]	361	Snorunt                 	Ice       	50    	50	50
[262]	362	Glalie                  	Ice       	80    	80	80
[263]	363	Spheal                  	Ice       	70    	40	50
[264]	364	Sealeo                  	Ice       	90    	60	70
[265]	365	Walrein                 	Ice       	110   	80	90
[266]	366	Clamperl                	Water     	35    	64	85
[267]	367	Huntail                 	Water     	55    	104	105
[268]	368	Gorebyss                	Water     	55    	84	105
[269]	369	Relicanth               	Water     	100   	90	130
[270]	370	Luvdisc                 	Water     	43    	30	55
[271]	371	Bagon                   	Dragon    	45    	75	60
[272]	372	Shelgon                 	Dragon    	65    	95	100
[273]	373	Salamence               	Dragon    	95    	135	80
[274]	374	Beldum                  	Steel     	40    	55	80
[275]	375	Metang                  	Steel     	60    	75	100
[276]	376	Metagross               	Steel     	80    	135	130
[277]	377	Regirock                	Rock      	80    	100	200
[278]	378	Regice                  	Ice       	80    	50	100
[279]	379	Registeel               	Steel     	80    	75	150
[280]	380	Latias                  	Dragon    	80    	80	90
[281]	381	Latios                  	Dragon    	80    	90	80
[282]	382	Kyogre                  	Water     	100   	100	90
[283]	383	Groudon                 	Ground    	100   	150	140
[284]	384	Rayquaza                	Dragon    	105   	150	90
[285]	385	Jirachi                 	Steel     	100   	100	100
[286]	386	DeoxysNormal Forme      	Psychic   	50    	150	50
[287]	387	Turtwig                 	Grass     	55    	68	64
[288]	388	Grotle                  	Grass     	75    	89	85
[289]	389	Torterra                	Grass     	95    	109	105
[290]	390	Chimchar                	Fire      	44    	58	44
[291]	391	Monferno                	Fire      	64    	78	52
[292]	392	Infernape               	Fire      	76    	104	71
[293]	393	Piplup                  	Water     	53    	51	53
[294]	394	Prinplup                	Water     	64    	66	68
[295]	395	Empoleon                	Water     	84    	86	88
[296]	396	Starly                  	Normal    	40    	55	30
[297]	397	Staravia                	Normal    	55    	75	50
[298]	398	Staraptor               	Normal    	85    	120	70
[299]	399	Bidoof                  	Normal    	59    	45	40
[300]	400	Bibarel                 	Normal    	79    	85	60
[301]	401	Kricketot               	Bug       	37    	25	41
[302]	402	Kricketune              	Bug       	77    	85	51
[303]	403	Shinx                   	Electric  	45    	65	34
[304]	404	Luxio                   	Electric  	60    	85	49
[305]	405	Luxray                  	Electric  	80    	120	79
[306]	406	Budew                   	Grass     	40    	30	35
[307]	407	Roserade                	Grass     	60    	70	65
[308]	408	Cranidos                	Rock      	67    	125	40
[309]	409	Rampardos               	Rock      	97    	165	60
[310]	410	Shieldon                	Rock      	30    	42	118
[311]	411	Bastiodon               	Rock      	60    	52	168
[312]	412	Burmy                   	Bug       	40    	29	45
[313]	413	WormadamPlant Cloak     	Bug       	60    	59	85
[314]	414	Mothim                  	Bug       	70    	94	50
[315]	415	Combee                  	Bug       	30    	30	42
[316]	416	Vespiquen               	Bug       	70    	80	102
[317]	417	Pachirisu               	Electric  	60    	45	70
[318]	418	Buizel                  	Water     	55    	65	35
[319]	419	Floatzel                	Water     	85    	105	55
[320]	420	Cherubi                 	Grass     	45    	35	45
[321]	421	Cherrim                 	Grass     	70    	60	70
[322]	422	Shellos                 	Water     	76    	48	48
[323]	423	Gastrodon               	Water     	111   	83	68
[324]	424	Ambipom                 	Normal    	75    	100	66
[325]	425	Drifloon                	Ghost     	90    	50	34
[326]	426	Drifblim                	Ghost     	150   	80	44
[327]	427	Buneary                 	Normal    	55    	66	44
[328]	428	Lopunny                 	Normal    	65    	76	84
[329]	429	Mismagius               	Ghost     	60    	60	60
[330]	430	Honchkrow               	Dark      	100   	125	52
[331]	431	Glameow                 	Normal    	49    	55	42
[332]	432	Purugly                 	Normal    	71    	82	64
[333]	433	Chingling               	Psychic   	45    	30	50
[334]	434	Stunky                  	Poison    	63    	63	47
[335]	435	Skuntank                	Poison    	103   	93	67
[336]	436	Bronzor                 	Steel     	57    	24	86
[337]	437	Bronzong                	Steel     	67    	89	116
[338]	438	Bonsly                  	Rock      	50    	80	95
[339]	439	Mime Jr.                	Psychic   	20    	25	45
[340]	440	Happiny                 	Normal    	100   	5	5
[341]	441	Chatot                  	Normal    	76    	65	45
[342]	442	Spiritomb               	Ghost     	50    	92	108
[343]	443	Gible                   	Dragon    	58    	70	45
[344]	444	Gabite                  	Dragon    	68    	90	65
[345]	445	Garchomp                	Dragon    	108   	130	95
[346]	446	Munchlax                	Normal    	135   	85	40
[347]	447	Riolu                   	Fighting  	40    	70	40
[348]	448	Lucario                 	Fighting  	70    	110	70
[349]	449	Hippopotas              	Ground    	68    	72	78
[350]	450	Hippowdon               	Ground    	108   	112	118
[351]	451	Skorupi                 	Poison    	40    	50	90
[352]	452	Drapion                 	Poison    	70    	90	110
[353]	453	Croagunk                	Poison    	48    	61	40
[354]	454	Toxicroak               	Poison    	83    	106	65
[355]	455	Carnivine               	Grass     	74    	100	72
[356]	456	Finneon                 	Water     	49    	49	56
[357]	457	Lumineon                	Water     	69    	69	76
[358]	458	Mantyke                 	Water     	45    	20	50
[359]	459	Snover                  	Grass     	60    	62	50
[360]	460	Abomasnow               	Grass     	90    	92	75
[361]	461	Weavile                 	Dark      	70    	120	65
[362]	462	Magnezone               	Electric  	70    	70	115
[363]	463	Lickilicky              	Normal    	110   	85	95
[364]	464	Rhyperior               	Ground    	115   	140	130
[365]	465	Tangrowth               	Grass     	100   	100	125
[366]	466	Electivire              	Electric  	75    	123	67
[367]	467	Magmortar               	Fire      	75    	95	67
[368]	468	Togekiss                	Fairy     	85    	50	95
[369]	469	Yanmega                 	Bug       	86    	76	86
[370]	470	Leafeon                 	Grass     	65    	110	130
[371]	471	Glaceon                 	Ice       	65    	60	110
[372]	472	Gliscor                 	Ground    	75    	95	125
[373]	473	Mamoswine               	Ice       	110   	130	80
[374]	474	Porygon-Z               	Normal    	85    	80	70
[375]	475	Gallade                 	Psychic   	68    	125	65
[376]	476	Probopass               	Rock      	60    	55	145
[377]	477	Dusknoir                	Ghost     	45    	100	135
[378]	478	Froslass                	Ice       	70    	80	70
[379]	479	Rotom                   	Electric  	50    	50	77
[380]	480	Uxie                    	Psychic   	75    	75	130
[381]	481	Mesprit                 	Psychic   	80    	105	105
[382]	482	Azelf                   	Psychic   	75    	125	70
[383]	483	Dialga                  	Steel     	100   	120	120
[384]	484	Palkia                  	Water     	90    	120	100
[385]	485	Heatran                 	Fire      	91    	90	106
[386]	486	Regigigas               	Normal    	110   	160	110
[387]	487	GiratinaAltered Forme   	Ghost     	150   	100	120
[388]	488	Cresselia               	Psychic   	120   	70	120
[389]	489	Phione                  	Water     	80    	80	80
[390]	490	Manaphy                 	Water     	100   	100	100
[391]	491	Darkrai                 	Dark      	70    	90	90
[392]	492	ShayminLand Forme       	Grass     	100   	100	100
[393]	493	Arceus                  	Normal    	120   	120	120
[394]	494	Victini                 	Psychic   	100   	100	100
[395]	495	Snivy                   	Grass     	45    	45	55
[396]	496	Servine                 	Grass     	60    	60	75
[397]	497	Serperior               	Grass     	75    	75	95
[398]	498	Tepig                   	Fire      	65    	63	45
[399]	499	Pignite                 	Fire      	90    	93	55
[400]	500	Emboar                  	Fire      	255   	123	65
HP tree height = 11
Leftmost node: 
[1]	101	Electrode               	Electric  	1     	50	70
[192]	292	Shedinja                	Bug       	1     	90	45
Rightmost node: 
[142]	242	Blissey                 	Normal    	255   	10	10
[400]	500	Emboar                  	Fire      	255   	123	65

***** Pokemon Tree and Heap *****
* 0. QUIT                       *
* 1. Read a file to build BST   *
* 2. Transform it into Max Heap *
*********************************
Input a choice(0, 1, 2): 
Input a file number [0: quit]: 	#	Name                    	Type 1    	HP	Attack	Defense
[ 1]	1	Bulbasaur               	Grass     	1     	49	49
[ 2]	2	Ivysaur                 	Grass     	60    	62	63
[ 3]	3	Venusaur                	Grass     	80    	82	83
[ 4]	4	Charmander              	Fire      	39    	52	43
[ 5]	5	Charmeleon              	Fire      	58    	64	58
[ 6]	6	Charizard               	Fire      	78    	84	78
[ 7]	7	Squirtle                	Water     	44    	48	65
[ 8]	8	Wartortle               	Water     	59    	63	80
[ 9]	9	Blastoise               	Water     	79    	83	100
[10]	10	Caterpie                	Bug       	45    	30	35
[11]	11	Metapod                 	Bug       	50    	20	55
[12]	12	Butterfree              	Bug       	60    	45	50
[13]	13	Weedle                  	Bug       	40    	35	30
[14]	14	Kakuna                  	Bug       	45    	25	50
[15]	15	Beedrill                	Bug       	65    	90	40
[16]	16	Pidgey                  	Normal    	40    	45	40
[17]	17	Pidgeotto               	Normal    	63    	60	55
[18]	18	Pidgeot                 	Normal    	83    	80	75
[19]	19	Rattata                 	Normal    	30    	56	35
[20]	20	Raticate                	Normal    	55    	81	60
[21]	21	Spearow                 	Normal    	40    	60	30
[22]	22	Fearow                  	Normal    	65    	90	65
[23]	23	Ekans                   	Poison    	35    	60	44
[24]	24	Arbok                   	Poison    	60    	85	69
[25]	25	Pikachu                 	Electric  	35    	55	40
[26]	26	Raichu                  	Electric  	60    	90	55
[27]	27	Sandshrew               	Ground    	50    	75	85
[28]	28	Sandslash               	Ground    	75    	100	110
[29]	29	Nidoran€                	Poison    	55    	47	52
[30]	30	Nidorina                	Poison    	70    	62	67
[31]	31	Nidoqueen               	Poison    	90    	92	87
[32]	32	Nidoran                 	Poison    	46    	57	40
[33]	33	Nidorino                	Poison    	61    	72	57
[34]	34	Nidoking                	Poison    	81    	102	77
[35]	35	Clefairy                	Fairy     	70    	45	48
[36]	36	Clefable                	Fairy     	95    	70	73
[37]	37	Vulpix                  	Fire      	38    	41	40
[38]	38	Ninetales               	Fire      	73    	76	75
[39]	39	Jigglypuff              	Normal    	115   	45	20
[40]	40	Wigglytuff              	Normal    	140   	70	45
[41]	41	Zubat                   	Poison    	40    	45	35
[42]	42	Golbat                  	Poison    	75    	80	70
[43]	43	Oddish                  	Grass     	45    	50	55
[44]	44	Gloom                   	Grass     	60    	65	70
[45]	45	Vileplume               	Grass     	75    	80	85
[46]	46	Paras                   	Bug       	35    	70	55
[47]	47	Parasect                	Bug       	60    	95	80
[48]	48	Venonat                 	Bug       	60    	55	50
[49]	49	Venomoth                	Bug       	70    	65	60
[50]	50	Diglett                 	Ground    	10    	55	25
[51]	51	Dugtrio                 	Ground    	35    	80	50
[52]	52	Meowth                  	Normal    	40    	45	35
[53]	53	Persian                 	Normal    	65    	70	60
[54]	54	Psyduck                 	Water     	50    	52	48
[55]	55	Golduck                 	Water     	80    	82	78
[56]	56	Mankey                  	Fighting  	40    	80	35
[57]	57	Primeape                	Fighting  	65    	105	60
[58]	58	Growlithe               	Fire      	55    	70	45
[59]	59	Arcanine                	Fire      	90    	110	80
[60]	60	Poliwag                 	Water     	40    	50	40
[61]	61	Poliwhirl               	Water     	65    	65	65
[62]	62	Poliwrath               	Water     	90    	95	95
[63]	63	Abra                    	Psychic   	25    	20	15
[64]	64	Kadabra                 	Psychic   	40    	35	30
[65]	65	Alakazam                	Psychic   	55    	50	45
[66]	66	Machop                  	Fighting  	70    	80	50
[67]	67	Machoke                 	Fighting  	80    	100	70
[68]	68	Machamp                 	Fighting  	90    	130	80
[69]	69	Bellsprout              	Grass     	50    	75	35
[70]	70	Weepinbell              	Grass     	65    	90	50
[71]	71	Victreebel              	Grass     	80    	105	65
[72]	72	Tentacool               	Water     	40    	40	35
[73]	73	Tentacruel              	Water     	80    	70	65
[74]	74	Geodude                 	Rock      	40    	80	100
[75]	75	Graveler                	Rock      	55    	95	115
[76]	76	Golem                   	Rock      	80    	120	130
[77]	77	Ponyta                  	Fire      	50    	85	55
[78]	78	Rapidash                	Fire      	65    	100	70
[79]	79	Slowpoke                	Water     	90    	65	65
[80]	80	Slowbro                 	Water     	95    	75	110
[81]	81	Magnemite               	Electric  	25    	35	70
[82]	82	Magneton                	Electric  	50    	60	95
[83]	83	Farfetch'd              	Normal    	52    	65	55
[84]	84	Doduo                   	Normal    	35    	85	45
[85]	85	Dodrio                  	Normal    	60    	110	70
[86]	86	Seel                    	Water     	65    	45	55
[87]	87	Dewgong                 	Water     	90    	70	80
[88]	88	Grimer                  	Poison    	80    	80	50
[89]	89	Muk                     	Poison    	105   	105	75
[90]	90	Shellder                	Water     	30    	65	100
[91]	91	Cloyster                	Water     	50    	95	180
[92]	92	Gastly                  	Ghost     	30    	35	30
[93]	93	Haunter                 	Ghost     	45    	50	45
[94]	94	Gengar                  	Ghost     	60    	65	60
[95]	95	Onix                    	Rock      	35    	45	160
[96]	96	Drowzee                 	Psychic   	60    	48	45
[97]	97	Hypno                   	Psychic   	85    	73	70
[98]	98	Krabby                  	Water     	30    	105	90
[99]	99	Kingler                 	Water     	55    	130	115
[100]	100	Voltorb                 	Electric  	40    	30	50
[101]	101	Electrode               	Electric  	60    	50	70
[102]	102	Exeggcute               	Grass     	60    	40	80
[103]	103	Exeggutor               	Grass     	95    	95	85
[104]	104	Cubone                  	Ground    	50    	50	95
[105]	105	Marowak                 	Ground    	60    	80	110
[106]	106	Hitmonlee               	Fighting  	50    	120	53
[107]	107	Hitmonchan              	Fighting  	50    	105	79
[108]	108	Lickitung               	Normal    	90    	55	75
[109]	109	Koffing                 	Poison    	40    	65	95
[110]	110	Weezing                 	Poison    	65    	90	120
[111]	111	Rhyhorn                 	Ground    	80    	85	95
[112]	112	Rhydon                  	Ground    	105   	130	120
[113]	113	Chansey                 	Normal    	250   	5	5
[114]	114	Tangela                 	Grass     	65    	55	115
[115]	115	Kangaskhan              	Normal    	105   	95	80
[116]	116	Horsea                  	Water     	30    	40	70
[117]	117	Seadra                  	Water     	55    	65	95
[118]	118	Goldeen                 	Water     	45    	67	60
[119]	119	Seaking                 	Water     	80    	92	65
[120]	120	Staryu                  	Water     	30    	45	55
[121]	121	Starmie                 	Water     	60    	75	85
[122]	122	Mr. Mime                	Psychic   	40    	45	65
[123]	123	Scyther                 	Bug       	70    	110	80
[124]	124	Jynx                    	Ice       	65    	50	35
[125]	125	Electabuzz              	Electric  	65    	83	57
[126]	126	Magmar                  	Fire      	65    	95	57
[127]	127	Pinsir                  	Bug       	65    	125	100
[128]	128	Tauros                  	Normal    	75    	100	95
[129]	129	Magikarp                	Water     	20    	10	55
[130]	130	Gyarados                	Water     	95    	125	79
[131]	131	Lapras                  	Water     	130   	85	80
[132]	132	Ditto                   	Normal    	48    	48	48
[133]	133	Eevee                   	Normal    	55    	55	50
[134]	134	Vaporeon                	Water     	130   	65	60
[135]	135	Jolteon                 	Electric  	65    	65	60
[136]	136	Flareon                 	Fire      	65    	130	60
[137]	137	Porygon                 	Normal    	65    	60	70
[138]	138	Omanyte                 	Rock      	35    	40	100
[139]	139	Omastar                 	Rock      	70    	60	125
[140]	140	Kabuto                  	Rock      	30    	80	90
[141]	141	Kabutops                	Rock      	60    	115	105
[142]	142	Aerodactyl              	Rock      	80    	105	65
[143]	143	Snorlax                 	Normal    	160   	110	65
[144]	144	Articuno                	Ice       	90    	85	100
[145]	145	Zapdos                  	Electric  	90    	90	85
[146]	146	Moltres                 	Fire      	90    	100	90
[147]	147	Dratini                 	Dragon    	41    	64	45
[148]	148	Dragonair               	Dragon    	61    	84	65
[149]	149	Dragonite               	Dragon    	91    	134	95
[150]	150	Mewtwo                  	Psychic   	106   	110	90
[151]	151	Mew                     	Psychic   	100   	100	100
[152]	152	Chikorita               	Grass     	45    	49	65
[153]	153	Bayleef                 	Grass     	60    	62	80
[154]	154	Meganium                	Grass     	80    	82	100
[155]	155	Cyndaquil               	Fire      	39    	52	43
[156]	156	Quilava                 	Fire      	58    	64	58
[157]	157	Typhlosion              	Fire      	78    	84	78
[158]	158	Totodile                	Water     	50    	65	64
[159]	159	Croconaw                	Water     	65    	80	80
[160]	160	Feraligatr              	Water     	85    	105	100
[161]	161	Sentret                 	Normal    	35    	46	34
[162]	162	Furret                  	Normal    	85    	76	64
[163]	163	Hoothoot                	Normal    	60    	30	30
[164]	164	Noctowl                 	Normal    	100   	50	50
[165]	165	Ledyba                  	Bug       	40    	20	30
[166]	166	Ledian                  	Bug       	55    	35	50
[167]	167	Spinarak                	Bug       	40    	60	40
[168]	168	Ariados                 	Bug       	70    	90	70
[169]	169	Crobat                  	Poison    	85    	90	80
[170]	170	Chinchou                	Water     	75    	38	38
[171]	171	Lanturn                 	Water     	125   	58	58
[172]	172	Pichu                   	Electric  	20    	40	15
[173]	173	Cleffa                  	Fairy     	50    	25	28
[174]	174	Igglybuff               	Normal    	90    	30	15
[175]	175	Togepi                  	Fairy     	35    	20	65
[176]	176	Togetic                 	Fairy     	55    	40	85
[177]	177	Natu                    	Psychic   	40    	50	45
[178]	178	Xatu                    	Psychic   	65    	75	70
[179]	179	Mareep                  	Electric  	55    	40	40
[180]	180	Flaaffy                 	Electric  	70    	55	55
[181]	181	Ampharos                	Electric  	90    	75	85
[182]	182	Bellossom               	Grass     	75    	80	95
[183]	183	Marill                  	Water     	70    	20	50
[184]	184	Azumarill               	Water     	100   	50	80
[185]	185	Sudowoodo               	Rock      	70    	100	115
[186]	186	Politoed                	Water     	90    	75	75
[187]	187	Hoppip                  	Grass     	35    	35	40
[188]	188	Skiploom                	Grass     	55    	45	50
[189]	189	Jumpluff                	Grass     	75    	55	70
[190]	190	Aipom                   	Normal    	55    	70	55
[191]	191	Sunkern                 	Grass     	30    	30	30
[192]	192	Sunflora                	Grass     	75    	75	55
[193]	193	Yanma                   	Bug       	65    	65	45
[194]	194	Wooper                  	Water     	55    	45	45
[195]	195	Quagsire                	Water     	95    	85	85
[196]	196	Espeon                  	Psychic   	65    	65	60
[197]	197	Umbreon                 	Dark      	95    	65	110
[198]	198	Murkrow                 	Dark      	60    	85	42
[199]	199	Slowking                	Water     	95    	75	80
[200]	200	Misdreavus              	Ghost     	60    	60	60
[201]	201	Unown                   	Psychic   	48    	72	48
[202]	202	Wobbuffet               	Psychic   	190   	33	58
[203]	203	Girafarig               	Normal    	70    	80	65
[204]	204	Pineco                  	Bug       	50    	65	90
[205]	205	Forretress              	Bug       	75    	90	140
[206]	206	Dunsparce               	Normal    	100   	70	70
[207]	207	Gligar                  	Ground    	65    	75	105
[208]	208	Steelix                 	Steel     	75    	85	200
[209]	209	Snubbull                	Fairy     	60    	80	50
[210]	210	Granbull                	Fairy     	90    	120	75
[211]	211	Qwilfish                	Water     	65    	95	75
[212]	212	Scizor                  	Bug       	70    	130	100
[213]	213	Shuckle                 	Bug       	20    	10	230
[214]	214	Heracross               	Bug       	80    	125	75
[215]	215	Sneasel                 	Dark      	55    	95	55
[216]	216	Teddiursa               	Normal    	60    	80	50
[217]	217	Ursaring                	Normal    	90    	130	75
[218]	218	Slugma                  	Fire      	40    	40	40
[219]	219	Magcargo                	Fire      	50    	50	120
[220]	220	Swinub                  	Ice       	50    	50	40
[221]	221	Piloswine               	Ice       	100   	100	80
[222]	222	Corsola                 	Water     	55    	55	85
[223]	223	Remoraid                	Water     	35    	65	35
[224]	224	Octillery               	Water     	75    	105	75
[225]	225	Delibird                	Ice       	45    	55	45
[226]	226	Mantine                 	Water     	65    	40	70
[227]	227	Skarmory                	Steel     	65    	80	140
[228]	228	Houndour                	Dark      	45    	60	30
[229]	229	Houndoom                	Dark      	75    	90	50
[230]	230	Kingdra                 	Water     	75    	95	95
[231]	231	Phanpy                  	Ground    	90    	60	60
[232]	232	Donphan                 	Ground    	90    	120	120
[233]	233	Porygon2                	Normal    	85    	80	90
[234]	234	Stantler                	Normal    	73    	95	62
[235]	235	Smeargle                	Normal    	55    	20	35
[236]	236	Tyrogue                 	Fighting  	35    	35	35
[237]	237	Hitmontop               	Fighting  	50    	95	95
[238]	238	Smoochum                	Ice       	45    	30	15
[239]	239	Elekid                  	Electric  	45    	63	37
[240]	240	Magby                   	Fire      	45    	75	37
[241]	241	Miltank                 	Normal    	95    	80	105
[242]	242	Blissey                 	Normal    	255   	10	10
[243]	243	Raikou                  	Electric  	90    	85	75
[244]	244	Entei                   	Fire      	115   	115	85
[245]	245	Suicune                 	Water     	100   	75	115
[246]	246	Larvitar                	Rock      	50    	64	50
[247]	247	Pupitar                 	Rock      	70    	84	70
[248]	248	Tyranitar               	Rock      	100   	134	110
[249]	249	Lugia                   	Psychic   	106   	90	130
[250]	250	Ho-oh                   	Fire      	106   	130	90
[251]	251	Celebi                  	Psychic   	100   	100	100
[252]	252	Treecko                 	Grass     	40    	45	35
[253]	253	Grovyle                 	Grass     	50    	65	45
[254]	254	Sceptile                	Grass     	70    	85	65
[255]	255	Torchic                 	Fire      	45    	60	40
[256]	256	Combusken               	Fire      	60    	85	60
[257]	257	Blaziken                	Fire      	80    	120	70
[258]	258	Mudkip                  	Water     	50    	70	50
[259]	259	Marshtomp               	Water     	70    	85	70
[260]	260	Swampert                	Water     	100   	110	90
[261]	261	Poochyena               	Dark      	35    	55	35
[262]	262	Mightyena               	Dark      	70    	90	70
[263]	263	Zigzagoon               	Normal    	38    	30	41
[264]	264	Linoone                 	Normal    	78    	70	61
[265]	265	Wurmple                 	Bug       	45    	45	35
[266]	266	Silcoon                 	Bug       	50    	35	55
[267]	267	Beautifly               	Bug       	60    	70	50
[268]	268	Cascoon                 	Bug       	50    	35	55
[269]	269	Dustox                  	Bug       	60    	50	70
[270]	270	Lotad                   	Water     	40    	30	30
[271]	271	Lombre                  	Water     	60    	50	50
[272]	272	Ludicolo                	Water     	80    	70	70
[273]	273	Seedot                  	Grass     	40    	40	50
[274]	274	Nuzleaf                 	Grass     	70    	70	40
[275]	275	Shiftry                 	Grass     	90    	100	60
[276]	276	Taillow                 	Normal    	40    	55	30
[277]	277	Swellow                 	Normal    	60    	85	60
[278]	278	Wingull                 	Water     	40    	30	30
[279]	279	Pelipper                	Water     	60    	50	100
